;tender_name;data_created;tender_id;data_execution;documents;organization;goods
62;"Трубы. Поставка до 22.03.2024г в ООО ""Сибэлектро"", г.Новокузнецк. Для участия не требуется ЭЦП и пакет учредительных документов. (id867075)";Дата создания: 4 марта 2024;ID: 867075;Шаг переторжки в минутах: Этап торгов, продлевающий процедуру на указанное время после каждой ставки участника10 мин.;[];ООО СИБЭЛЕКТРО;[{'name': 'Труба D60 S10 Сталь 20 ГОСТ 8731-74', 'count': '0.45', 'type': '0.45', 'url': 'https://www.tender.pro/api/position/19676865/view'}, {'name': 'Труба D508 S25 Сталь 20 ГОСТ 8731-74', 'count': '0.5', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19676866/view'}, {'name': 'Труба D220 S5 Сталь 20 ГОСТ 8731-74', 'count': '0.15', 'type': '0.5', 'url': 'https://www.tender.pro/api/position/19676867/view'}, {'name': 'Труба D200 S13 Сталь 20 ГОСТ 8731-74', 'count': '0.15', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19676868/view'}, {'name': 'Труба D108 S5 Сталь 20 ГОСТ 8731-74', 'count': '0.12', 'type': '0.15', 'url': 'https://www.tender.pro/api/position/19676869/view'}]
63;Закупка пневмооборудования и ЗиП ГК Содружество (id866981);Дата создания: 1 марта 2024;ID: 866981;Прием заявок до: 7 марта 2024 00:40 MSK;[];ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ СОДРУЖЕСТВО;[{'name': '_Пневмопривод согласно приложенного ТЗ', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19675184/view'}, {'name': 'Вилка штока модель G-80-100 Camozzi', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19675185/view'}, {'name': 'Глушитель сброса универсальный ГСУ2-Д3/4 G 3/4 Динамика', 'count': '4', 'type': '1', 'url': 'https://www.tender.pro/api/position/19675186/view'}, {'name': 'Глушитель сброса универсальный ГСУ2-Д3/4 G 3/4 Динамика', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19675187/view'}, {'name': 'Заглушка пневматическая для труб код ПН-000011 80..150 Orko', 'count': '1', 'type': '4', 'url': 'https://www.tender.pro/api/position/19675188/view'}, {'name': 'Клапан обратный код HS2065Z69 Fubag', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19675189/view'}, {'name': 'Ось модель S-100 d 100 Camozzi', 'count': '1', 'type': '2', 'url': 'https://www.tender.pro/api/position/19675190/view'}, {'name': 'Пневморессора двойная FD 70-13 CI G 1/4 Camozzi', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19675191/view'}, {'name': 'Подвеска задняя модель L-41-100 Camozzi', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19675192/view'}, {'name': 'Позиционер электропневматический IP600RA51U0 SMC', 'count': '1', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19675193/view'}, {'name': 'Закупка пневмооборудования и ЗиП ГК Содружество (id866981)', 'count': 'ID', 'type': '2', 'url': 'https://www.tender.pro/api/tender/866981/view_public'}]
64;"Закупка для АО ""Пикалевский цемент"": металлопрокат ; Лен.область, город Пикалево, Спрямленное шоссе д.1 (id866915)";Дата создания: 1 марта 2024;ID: 866915;Прием заявок до: 14 марта 2024 10:25 MSK;[];АКЦИОНЕРНОЕ ОБЩЕСТВО ПИКАЛЕВСКИЙ ЦЕМЕНТ;"[{'name': 'Балка стальная горячекатаная двутавровая мерной длины В 36 Мх12000 ГОСТ 19425-74 Ст3сп', 'count': '0.6', 'type': '0.6', 'url': 'https://www.tender.pro/api/position/19674502/view'}, {'name': 'Квадрат горячекатаный В4-III-40 ГОСТ 2591-2006/Ст3пс1 ГОСТ 535-2005', 'count': '1.5', 'type': 'тонны', 'url': 'https://www.tender.pro/api/position/19674503/view'}, {'name': 'Квадрат горячекатаный В4-III-60 ГОСТ 2591-2006/Ст3пс1 ГОСТ 535-2005', 'count': '1.7', 'type': '1.5', 'url': 'https://www.tender.pro/api/position/19674504/view'}, {'name': 'Круг стальной горячекатаный В2-II-НД-36 ГОСТ 2590-2006 Ст3сп1-3ГП ГОСТ 535-2005', 'count': '0.95', 'type': 'тонны', 'url': 'https://www.tender.pro/api/position/19674505/view'}, {'name': 'Лист медный ГПРНМ 2х600х1500 М2 ГОСТ 1173-2006', 'count': '48', 'type': '1.7', 'url': 'https://www.tender.pro/api/position/19674506/view'}, {'name': 'Лист медный ГПРНМ 3х600х1500 М2 ГОСТ 1173-2006', 'count': '72', 'type': 'тонны', 'url': 'https://www.tender.pro/api/position/19674507/view'}, {'name': 'Лист медный ДПРНМ 4х600х1500 М1 ГОСТ 1173-2006', 'count': '64', 'type': '0.95', 'url': 'https://www.tender.pro/api/position/19674541/view'}, {'name': 'Лист медный ДПРНМ 5х600х1500 М1 ГОСТ 1173-2006', 'count': '80', 'type': 'тонны', 'url': 'https://www.tender.pro/api/position/19674542/view'}, {'name': 'Лист стальной горячекатаный Б-ПН-О 12х1500х6000 ГОСТ 19903-2015 Ст3пс3 ГОСТ 14637-89', 'count': '2.55', 'type': '48', 'url': 'https://www.tender.pro/api/position/19674544/view'}, {'name': 'Лист стальной горячекатаный Б-ПН-О 3х1500х6000 ГОСТ 19903-2015 Ст3пс3 ГОСТ 14637-89', 'count': '1.06', 'type': 'кг', 'url': 'https://www.tender.pro/api/position/19674545/view'}, {'name': 'Закупка для АО ""Пикалевский цемент"": металлопрокат ; Лен.область, город Пикалево, Спрямленное шоссе д.1 (id866915)', 'count': 'ID', 'type': '72', 'url': 'https://www.tender.pro/api/tender/866915/view_public'}]"
65;"на выполнение работ по монтажу канализационных и водопропускных труб в
пяти жилых домах отдыха, расположенных по адресу: 
Республика Хакасия, п. Жемчужный, ул. Дорожная
 (id866455)";Дата создания: 1 марта 2024;ID: 866455;Прием заявок до: 15 марта 2024 23:00 MSK;[];"Общество с ограниченной ответственностью ""ЖД СКЛАД""";[{'name': 'Выполнение работ по монтажу канализационных и водопропускных труб в пяти жилых домах отдыха, расположенных по адресу:  Республика Хакасия, п. Жемчужный, ул. Дорожная', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19669405/view'}]
66;Приобретение установки для упрочнения резьб на бурильных трубах методом обкатки роликом. (id866533);Дата создания: 1 марта 2024;ID: 866533;Прием заявок до: 15 марта 2024 11:00 MSK;[];Общество с ограниченной ответственностью Мотовилиха - гражданское машиностроение;[{'name': 'установку для упрочнения резьб на бурильных трубах методом обкатки роликом согласно ТЗ', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19670161/view'}, {'name': 'Приобретение\xa0установки для упрочнения резьб на бурильных трубах методом обкатки роликом. (id866533)', 'count': 'ID', 'type': 'шт', 'url': 'https://www.tender.pro/api/tender/866533/view_public'}]
67;"Открытый отбор на закупку Пластиковых элементов трубопровода для филиала ООО ""ИСО"" в г. Краснотурьинск на 2 квартал 2024года (id863699) (2-й этап торгов) (id866489)";Дата создания: 1 марта 2024;ID: 866489;Прием заявок до: 8 марта 2024 23:00 MSK;[];Филиал ООО ИСО в г. Краснотурьинск;"[{'name': 'Угольник PPRC Dn20х20 90', 'count': '30', 'type': '30', 'url': 'https://www.tender.pro/api/position/19669727/view'}, {'name': 'Труба ПП PPRC Dn20 Pn25', 'count': '100', 'type': 'ШТ', 'url': 'https://www.tender.pro/api/position/19669728/view'}, {'name': 'Труба ПП PPRC Dn25 Pn25', 'count': '100', 'type': '100', 'url': 'https://www.tender.pro/api/position/19669729/view'}, {'name': 'Угольник PPR Dn25х25 90', 'count': '30', 'type': 'М', 'url': 'https://www.tender.pro/api/position/19669730/view'}, {'name': 'Отвод РР 45гр.110', 'count': '15', 'type': '100', 'url': 'https://www.tender.pro/api/position/19669731/view'}, {'name': 'Отвод ПП 45гр.Dn50', 'count': '15', 'type': 'М', 'url': 'https://www.tender.pro/api/position/19669732/view'}, {'name': 'Угольник PPR Dn25 45', 'count': '30', 'type': '30', 'url': 'https://www.tender.pro/api/position/19669733/view'}, {'name': 'Отвод ПП 67гр.Dn110', 'count': '15', 'type': 'ШТ', 'url': 'https://www.tender.pro/api/position/19669734/view'}, {'name': 'Угольник PPRC Dn20х20 45', 'count': '30', 'type': '15', 'url': 'https://www.tender.pro/api/position/19669735/view'}, {'name': 'Отвод ПВХ 90гр.D50', 'count': '25', 'type': 'ШТ', 'url': 'https://www.tender.pro/api/position/19669736/view'}, {'name': 'Открытый отбор на закупку Пластиковых элементов трубопровода для филиала ООО ""ИСО"" в г. Краснотурьинск на 2 квартал 2024года (id863699)', 'count': 'ID', 'type': '15', 'url': 'https://www.tender.pro/api/tender/863699/view_public'}]"
68;Закупка запорной арматуры УК Содружество (id866410);Дата создания: 29 февраля 2024;ID: 866410;Прием заявок до: 6 марта 2024 23:00 MSK;[];ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ СОДРУЖЕСТВО;[{'name': 'Затвор дисковый поворотный код 2109 11 DN 80 PN 16 Genebre', 'count': '3', 'type': '3', 'url': 'https://www.tender.pro/api/position/19669156/view'}, {'name': 'Клапан запорный 215 A DN 100 PN 16 Zetkama', 'count': '3', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19669157/view'}, {'name': 'Клапан запорный 215 A DN 40 PN 16 Zetkama', 'count': '4', 'type': '3', 'url': 'https://www.tender.pro/api/position/19669158/view'}, {'name': 'Клапан запорный 215 A DN 50 PN 16 Zetkama', 'count': '3', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19669159/view'}, {'name': 'Клапан запорный 215 A DN 80 PN 16 Zetkama', 'count': '3', 'type': '4', 'url': 'https://www.tender.pro/api/position/19669160/view'}, {'name': 'Клапан запорный 215 A DN 80 PN 16 Zetkama', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19669161/view'}, {'name': 'Клапан обратный межфланцевый пружинный дисковый DN 25 PN 16 AISI 304', 'count': '2', 'type': '3', 'url': 'https://www.tender.pro/api/position/19669162/view'}, {'name': 'Клапан обратный муфтовый код 3122N 05 3/4 дюйма PN 25 Genebre', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19669163/view'}, {'name': 'Клапан обратный муфтовый код 3122N 06 1 дюйм PN 25 Genebre', 'count': '4', 'type': '3', 'url': 'https://www.tender.pro/api/position/19669164/view'}, {'name': 'Клапан обратный пружинный муфтовый РВ/РВ 1 1/4 дюйма/DN 32 PN 10 латунь', 'count': '2', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19669165/view'}, {'name': 'Закупка запорной арматуры УК Содружество (id866410)', 'count': 'ID', 'type': '2', 'url': 'https://www.tender.pro/api/tender/866410/view_public'}]
69;"Закупка материалов для банной печи по заявке № 004-24 для АО ""Боксит Тимана"" (id863753) (2-й этап торгов) (id866380)";Дата создания: 29 февраля 2024;ID: 866380;Прием заявок до: 4 марта 2024 08:00 MSK;[];"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БОКСИТ ТИМАНА""";"[{'name': 'Напольная Печь банная с теплообменником, для бака под воду 120 литров, объем отапливаемого помещения до 25м3, глубина топки от 550см, толщина металла топки от 10мм, дверца чугунная без стекла, D - дымохода 160мм', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19668785/view'}, {'name': 'Задвижка на сэндвич-дымоход D вн.-160мм', 'count': '1', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19668786/view'}, {'name': 'Проходной узел потолочный (400) D вн.-250мм', 'count': '1', 'type': '1', 'url': 'https://www.tender.pro/api/position/19668787/view'}, {'name': 'Разделка силиконовая на сендвич- дымоход (на крышу) внутренний D-250 мм', 'count': '1', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19668788/view'}, {'name': 'Труба дымоходная (типа ""сэндвич"") внутренний D вн.-160 мм', 'count': '4', 'type': '1', 'url': 'https://www.tender.pro/api/position/19668789/view'}, {'name': 'Стартовый адаптер сендвич-дымохода внутренний Dвн-160 мм, Dнар.- 250мм', 'count': '1', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19668790/view'}, {'name': 'Закупка материалов для банной печи по заявке № 004-24 для АО ""Боксит Тимана"" (id863753)', 'count': 'ID', 'type': '1', 'url': 'https://www.tender.pro/api/tender/863753/view_public'}]"
70;Трубы гофрированные из нержав. стали (КР КДМ) (id866358);Дата создания: 29 февраля 2024;ID: 866358;Прием заявок до: 6 марта 2024 23:00 MSK;[];"Акционерное общество ""Архангельский целлюлозно-бумажный комбинат""";[{'name': 'Труба гофрированная из нержав стали SS304 15А, отожженная, 50м\xa02217449\xa0Stahlmann', 'count': '2600', 'type': '2600', 'url': 'https://www.tender.pro/api/position/19668707/view'}, {'name': 'Труба гофрированная из нержав стали SS304 32А, отожженная, 20м\xa02217490\xa0Stahlmann', 'count': '150', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19668708/view'}]
71;Поставка хозтоваров для нужд площадок ГК Черкизово в 2024 г. (id866221);Дата создания: 29 февраля 2024;ID: 866221;Прием заявок до: 15 марта 2024 18:00 MSK;[];Публичное акционерное общество Группа Черкизово;[{'name': 'Антисептик кожный Алмадез-Экспресс, 50мл. (спрей)', 'count': '10', 'type': '10', 'url': 'https://www.tender.pro/api/position/19668479/view'}, {'name': 'Антисептик кожный Астрадез Септ 1,0 л, без спирта\xa0(с дозатором)УТ000003065', 'count': '16', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19668480/view'}, {'name': 'Баллон сменный для автоосвежителя Air Wick Тропич. фантаз:Спел манго, 250мл', 'count': '9', 'type': '16', 'url': 'https://www.tender.pro/api/position/19668481/view'}, {'name': 'Баллон сменный для автоосвежителя Luscan 250мл Ароматы цветения сух распыл', 'count': '39', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19668482/view'}, {'name': 'Баллон сменный для автоосвежителя Tork Premium А1 цитрусовый 75мл 236150', 'count': '15', 'type': '9', 'url': 'https://www.tender.pro/api/position/19668483/view'}, {'name': 'Бумага протирочная полотенце 2сл 22х30 200м d 6 см центр. вытяжка 6 рул/уп', 'count': '7', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19668484/view'}, {'name': 'Бумага туалетная 1-сл.Мягкий знак белая с \xa0 тисн.51м 72рул/уп c28_U', 'count': '55', 'type': '39', 'url': 'https://www.tender.pro/api/position/19668485/view'}, {'name': 'Бумага туалетная 1-сл.Мягкий знак белая с \xa0 тисн.51м c28 72рул./уп.', 'count': '23', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19668486/view'}, {'name': 'Бумага туалетная Zewa JUST1 4с бел 100%цел втул 12,3м 90л 4рул/уп 144113', 'count': '30', 'type': '15', 'url': 'https://www.tender.pro/api/position/19668487/view'}, {'name': 'Бумага туалетная д/дисп Luscan Professional с ЦВ 2сл бел цел 215м 6 рул/уп', 'count': '20', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19668488/view'}]
72;Тендер на поставку алюминиевой трубы 12 неделя  (id866344);Дата создания: 29 февраля 2024;ID: 866344;Прием заявок до: 5 марта 2024 16:00 MSK;[];ООО ПОСМ Северо-Запад;[{'name': 'Труба алюминиевая профильная 15*30*1,5 АД31Т1', 'count': '20000', 'type': '20000', 'url': 'https://www.tender.pro/api/position/19668629/view'}, {'name': 'Труба алюминиевая профильная 15*15*1,5 АД31', 'count': '3000', 'type': 'пог.м.', 'url': 'https://www.tender.pro/api/position/19668647/view'}, {'name': 'Тендер на поставку алюминиевой трубы 12 неделя  (id866344)', 'count': 'ID', 'type': '3000', 'url': 'https://www.tender.pro/api/tender/866344/view_public'}]
73;"Поставка металлопроката для ООО ""Союзпромптица"" (id866333)";Дата создания: 29 февраля 2024;ID: 866333;Прием заявок до: 5 марта 2024 14:00 MSK;[];ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СОЮЗПРОМПТИЦА;[{'name': 'Арматура Ø8 мм А3 рифленая', 'count': '300', 'type': '300', 'url': 'https://www.tender.pro/api/position/19668604/view'}, {'name': 'Проволока низкоуглеродистая Ø4мм', 'count': '1200', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19668605/view'}, {'name': 'Проволока вязальная Ø1,5мм', 'count': '500', 'type': '1200', 'url': 'https://www.tender.pro/api/position/19668606/view'}, {'name': 'Сетка-рабица светлая 40x40 мм d=2,5 мм 1,5х10 м ГОСТ 5336-80', 'count': '1200', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19668607/view'}, {'name': 'Проволока СББ 900-35-5 оцинкованная егоза', 'count': '1200', 'type': '500', 'url': 'https://www.tender.pro/api/position/19668608/view'}, {'name': 'Труба бесшовная х/д 20х4,0 ст.20 ГОСТ 8734-75(внутр. д. 12мм)', 'count': '0.06', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19668609/view'}, {'name': 'Труба бесшовная х/д 28х4,0 ст.20 ГОСТ 8734-75 (внутр. д. 20мм)', 'count': '0.044', 'type': '1200', 'url': 'https://www.tender.pro/api/position/19668610/view'}, {'name': 'Труба бесшовная х/д 38х6 ст.20 ГОСТ 8734-75 (внутр. д. 26мм)', 'count': '0.31', 'type': 'М', 'url': 'https://www.tender.pro/api/position/19668611/view'}, {'name': 'Труба бесшовная 60х5 ст20 ГОСТ 8732-78 (внутр. д. 50мм)', 'count': '1.28', 'type': '1200', 'url': 'https://www.tender.pro/api/position/19668612/view'}, {'name': 'Труба бесшовная 89х5 ст20 ГОСТ 8732-78 (внутр. д. 79мм)', 'count': '0.783', 'type': 'м', 'url': 'https://www.tender.pro/api/position/19668613/view'}]
74;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения;Конкурс закрыт без приглашения
75;Материал для ремонта пескоподающих труб на ПТОЛ в СЛД Карасук в 2024 г. (id866216);Дата создания: 29 февраля 2024;ID: 866216;Прием заявок до: 6 марта 2024 23:00 MSK;[];ООО ЛОКОТЕХ-СЕРВИС;[{'name': 'лист стальной 4х1500х6000 ГОСТ 19903-2015 / Ст3сп2-св ГОСТ 14637-89', 'count': '5', 'type': '5', 'url': 'https://www.tender.pro/api/position/19667310/view'}, {'name': 'труба бесшовная горячедеформированные 89х4 ГОСТ 8732-78 / Б10 ГОСТ 8731-74', 'count': '60', 'type': 'м2', 'url': 'https://www.tender.pro/api/position/19667312/view'}, {'name': 'труба бесшовная горячедеформированная 76х4 ГОСТ 8732-78 / 20 ГОСТ 8731-74', 'count': '60', 'type': '60', 'url': 'https://www.tender.pro/api/position/19667318/view'}]
76;9868 Трубы отводы нержавеющие для ООО Уральская мясная компания (id866167);Дата создания: 29 февраля 2024;ID: 866167;Прием заявок до: 5 марта 2024 14:15 MSK;[];Публичное акционерное общество Группа Черкизово;[{'name': 'Отвод ДУ 25 26,9х3 AISI 304', 'count': '15', 'type': '15', 'url': 'https://www.tender.pro/api/position/19666264/view'}, {'name': 'Труба 15х3х6000 Aisi 304 ГОСТ 9941-81', 'count': '45', 'type': 'шт', 'url': 'https://www.tender.pro/api/position/19666265/view'}, {'name': '9868 Трубы отводы нержавеющие для ООО Уральская мясная компания (id866167)', 'count': 'ID', 'type': '45', 'url': 'https://www.tender.pro/api/tender/866167/view_public'}]
77;"Закупка ТМЦ для АО ""РУСАЛ Саяногорск"" (id866161)";Дата создания: 29 февраля 2024;ID: 866161;Прием заявок до: 7 марта 2024 04:00 MSK;[];"Акционерное общество ""РУСАЛ Саяногорский Алюминиевый Завод""";"[{'name': 'Труба 102х6 Ст20 ГОСТ 8732-78', 'count': '0.3', 'type': '0.3', 'url': 'https://www.tender.pro/api/position/19689740/view'}, {'name': 'Труба 108х16 Ст20 ГОСТ 8732-78', 'count': '0.5', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19689741/view'}, {'name': 'Труба 14х1.5 Ст12Х18Н10Т ГОСТ 9941-81', 'count': '0.02', 'type': '0.5', 'url': 'https://www.tender.pro/api/position/19689742/view'}, {'name': 'Труба 16х1.5 Ст12Х18Н10Т ГОСТ 9941-81', 'count': '0.115', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19689749/view'}, {'name': 'Труба 16х2 Ст12Х18Н10Т ГОСТ 9941-81', 'count': '0.03', 'type': '0.02', 'url': 'https://www.tender.pro/api/position/19689750/view'}, {'name': 'Труба 20х2.5 Ст20 ГОСТ 8732-78', 'count': '0.15', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19689751/view'}, {'name': 'Труба 377х10 Ст20 ГОСТ 8732-78', 'count': '1', 'type': '0.115', 'url': 'https://www.tender.pro/api/position/19689752/view'}, {'name': 'Труба 426х9 Ст20 ГОСТ 8732-78', 'count': '1', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19689753/view'}, {'name': 'Труба э/свар.159х4.5 Ст3 10704-91', 'count': '1', 'type': '0.03', 'url': 'https://www.tender.pro/api/position/19689806/view'}, {'name': 'Труба э/свар.89х4 Ст3 10704-91', 'count': '0.3', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19689807/view'}, {'name': 'Закупка ТМЦ для АО ""РУСАЛ Саяногорск"" (id866161)', 'count': 'ID', 'type': '0.15', 'url': 'https://www.tender.pro/api/tender/866161/view_public'}]"
78;"Отбор поставщика трубы котельной для нужд ""Русал Каменск-Уральский"" в период март-май 2024 (id856983)   (3-й этап торгов) (id866021)";Дата создания: 29 февраля 2024;ID: 866021;Прием заявок до: 1 марта 2024 08:30 MSK;[];Филиал АО РУСАЛ Урал в Каменск-Уральском Объединённая компания РУСАЛ Уральский алюминиевый завод;"[{'name': 'Труба 38х3,5 Ст.12Х1МФ ТУ 14-3-460', 'count': '16.9', 'type': '16.9', 'url': 'https://www.tender.pro/api/position/19663278/view'}, {'name': 'Труба 38х3,5 Ст.20 ТУ 14-3Р-55-01', 'count': '14.27', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19663279/view'}, {'name': 'Труба 51х3,5 Ст.20 ТУ 14-3Р-55-01', 'count': '1.9', 'type': '14.27', 'url': 'https://www.tender.pro/api/position/19663280/view'}, {'name': 'Труба 108х5 Ст.20 ТУ 14-3-190', 'count': '24.5', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19663281/view'}, {'name': 'Труба 108х7 Ст.20 ТУ 14-3-190', 'count': '0.7', 'type': '1.9', 'url': 'https://www.tender.pro/api/position/19663282/view'}, {'name': 'Труба 159х4,5 Ст.20\tТУ 14-3-190', 'count': '0.8', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19663283/view'}, {'name': 'Труба 159х7 Ст.20\tТУ 14-3Р-55', 'count': '0.3', 'type': '24.5', 'url': 'https://www.tender.pro/api/position/19663284/view'}, {'name': 'Труба 219х10 Ст.20\tТУ 14-3-190', 'count': '0.108', 'type': 'тн', 'url': 'https://www.tender.pro/api/position/19663285/view'}, {'name': 'Отбор поставщика трубы котельной для нужд ""Русал Каменск-Уральский"" в период март-май 2024 (id856983)', 'count': 'ID', 'type': '0.7', 'url': 'https://www.tender.pro/api/tender/856983/view_public'}]"
79;"№2. Труба хризотилцементная БНТ-100-2950 ГОСТ31416-2009 - 53 шт., Муфта хризотилцементная БНМ-100-150 ГОСТ31416-2009 - 16 шт., Столбик железобетонный 100х100х1200 мм 85 шт. Аналоги не рассматриваются. Поставка: до 15.04.2024 в ООО ""ТД ""КЭПС"", г.Новосибирск. Для участия не требуется ЭЦП и пакет учредительных документов (аутсорсинг Грачев Кост Консалтинг) (id865985)";Дата создания: 29 февраля 2024;ID: 865985;Прием заявок до: 7 марта 2024 18:00 MSK;[];Общество с ограниченной ответственностью Торговый дом КЭПС;[{'name': 'Труба хризотилцементная БНТ-100-2950 ГОСТ31416-2009. Аналоги не рассматриваются', 'count': '53', 'type': '53', 'url': 'https://www.tender.pro/api/position/19663097/view'}, {'name': 'Муфта хризотилцементная БНМ 100x10x150 ГОСТ31416-2009. Аналоги не рассматриваются', 'count': '16', 'type': 'шт.', 'url': 'https://www.tender.pro/api/position/19663098/view'}, {'name': 'Столбик железобетонный 100х100х1200 мм. Аналоги не рассматриваются', 'count': '85', 'type': '16', 'url': 'https://www.tender.pro/api/position/19663099/view'}]
80;"ПРОТЕКТОРФЛЕКС №2 (труба полимерная термостойкая - 2722 м, заглушка 146 - шт.). Аналоги не рассматриваются. Поставка: до 15.04.2024 в ООО ""ТД ""КЭПС"", г.Новосибирск. Для участия не требуется ЭЦП и пакет учредительных документов (аутсорсинг Грачев Кост Консалтинг)  (id865973)";Дата создания: 29 февраля 2024;ID: 865973;Прием заявок до: 7 марта 2024 18:00 MSK;[];Общество с ограниченной ответственностью Торговый дом КЭПС;[{'name': 'Труба полимерная термостойкая ПРОТЕКТОРФЛЕКС БК 10/9 SN48 F57 T95°C БК 140/10,9 SN48 F57 T95°C ТУ 2248-003-34311042-2015. Аналоги не рассматриваются', 'count': '1038', 'type': '1038', 'url': 'https://www.tender.pro/api/position/19662998/view'}, {'name': 'Труба полимерная термостойкая ПРОТЕКТОРФЛЕКС БК 8,6 SN48 F57 T95°C БК 110/8,6 SN48 F57 T95°C ТУ 2248-003-34311042-2015. Аналоги не рассматриваются', 'count': '1068', 'type': 'м.', 'url': 'https://www.tender.pro/api/position/19662999/view'}, {'name': 'Труба полимерная термостойкая ПРОТЕКТОРФЛЕКС БК 9,8 SN48 F57 T95°C БК 125/9,8 SN48 F57 T95°C ТУ 2248-003-34311042-2015 - 616 м БК 125/9,8 SN48 F57 T95°C ТУ 2248-003-34311042-2015. Аналоги не рассматриваются', 'count': '616', 'type': '1068', 'url': 'https://www.tender.pro/api/position/19663000/view'}, {'name': 'Заглушка ПРОТЕКТОРФЛЕКС ЗУП 140 Ø140 ТУ 2248-005-34311042-2015. Аналоги не рассматриваются', 'count': '32', 'type': 'м.', 'url': 'https://www.tender.pro/api/position/19663001/view'}, {'name': 'Заглушка ПРОТЕКТОРФЛЕКС ЗУП Ø125 ТУ 2248-005-34311042-2015. Аналоги не рассматриваются', 'count': '60', 'type': '616', 'url': 'https://www.tender.pro/api/position/19663002/view'}, {'name': 'Заглушка ПРОТЕКТОРФЛЕКС ЗУП 110 Ø110 ТУ 2248-005-34311042-2015. Аналоги не рассматриваются', 'count': '54', 'type': 'м.', 'url': 'https://www.tender.pro/api/position/19663003/view'}]
